Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,CellName_encoded,Hour,DayOfWeek,Anomaly,Anomaly_Probability
1900-01-01 14:45:00,1BLTE,20.614,3.133,1.055,0.133,44.433,1.634,1.485,1.142,7.0,5.0,12.0,4,14,0,0,0.043368816
1900-01-01 17:45:00,10BLTE,7.579,1.617,0.654,0.043,50.086,1.271,1.132,1.041,4.0,3.0,7.0,1,17,0,0,0.010655261
1900-01-01 07:00:00,3CLTE,1.617,0.505,0.118,0.014,2.77,0.127,1.021,1.011,2.0,2.0,4.0,9,7,0,0,0.002010962
1900-01-01 10:30:00,7CLTE,0.505,2.223,0.524,0.052,11.821,1.044,1.233,0.01,6.0,3.0,9.0,24,10,0,0,0.043476313
1900-01-01 04:30:00,5ALTE,0.404,0.404,0.01,0.005,0.084,0.023,1.011,1.011,2.0,1.0,3.0,13,4,0,0,0.00092965376
1900-01-01 22:00:00,6WLTE,2.829,7.175,0.851,0.096,12.862,1.734,1.617,0.01,7.0,5.0,12.0,21,22,0,0,0.045008715
1900-01-01 19:00:00,10CLTE,7.68,0.909,0.179,0.023,8.066,0.372,1.081,1.031,4.0,3.0,7.0,2,19,0,0,0.002452077
1900-01-01 02:45:00,1BLTE,6.063,0.707,0.149,0.019,7.503,0.515,1.071,1.021,4.0,2.0,6.0,4,2,0,0,0.0016549597
1900-01-01 18:15:00,10ALTE,9.6,1.92,0.518,0.042,20.114,0.819,1.101,1.041,3.0,3.0,6.0,0,18,0,0,0.011211744
1900-01-01 20:30:00,7WLTE,1.112,2.93,0.59,0.04,18.081,0.454,1.192,0.01,5.0,4.0,9.0,27,20,0,0,0.11025726
1900-01-01 19:30:00,7VLTE,3.335,5.356,0.639,0.077,33.035,1.206,1.374,0.01,7.0,5.0,12.0,26,19,0,0,0.05672991
1900-01-01 23:45:00,6CLTE,4.749,0.505,0.044,0.012,1.319,0.133,1.041,0.01,3.0,2.0,5.0,18,23,0,0,0.039463338
1900-01-01 22:00:00,9BLTE,2.829,0.505,0.069,0.019,4.273,0.485,1.031,1.021,2.0,2.0,4.0,32,22,0,0,0.0017850676
1900-01-01 11:30:00,1BLTE,19.2,2.021,0.487,0.09,29.476,1.482,1.304,1.101,6.0,5.0,11.0,4,11,0,0,0.091118954
1900-01-01 17:00:00,1CLTE,23.343,2.627,0.578,0.067,25.541,0.578,1.374,1.162,6.0,5.0,11.0,5,17,0,0,0.19124408
1900-01-01 20:30:00,9BLTE,4.648,0.707,0.219,0.044,19.421,0.469,1.051,1.031,3.0,3.0,6.0,32,20,0,0,0.0056785033
1900-01-01 19:00:00,4ALTE,6.669,1.92,0.535,0.034,20.57,0.599,1.112,1.031,5.0,3.0,8.0,10,19,0,0,0.012137796
1900-01-01 05:45:00,4ALTE,2.627,1.819,1.365,0.07,37.444,1.697,1.021,1.011,3.0,2.0,5.0,10,5,0,0,0.025269525
1900-01-01 20:15:00,7ALTE,0.606,4.042,1.334,0.076,25.378,0.67,1.496,0.01,6.0,4.0,10.0,22,20,0,0,0.029254822
1900-01-01 04:15:00,3BLTE,0.909,0.404,0.025,0.006,0.685,0.098,1.021,1.011,2.0,1.0,3.0,8,4,0,0,0.0011250414
1900-01-01 12:45:00,6BLTE,38.298,2.425,0.922,1.437,41.673,4.352,1.263,0.01,5.0,4.0,9.0,17,12,0,0,0.058134116
1900-01-01 20:00:00,6BLTE,24.353,7.781,2.38,0.301,62.931,42.067,1.394,0.01,7.0,4.0,11.0,17,20,0,0,0.13204226
1900-01-01 07:45:00,4BLTE,15.764,2.526,0.96,0.065,48.48,0.772,1.354,1.061,8.0,3.0,11.0,11,7,0,0,0.015592178
1900-01-01 00:00:00,6CLTE,1.718,0.404,0.057,0.01,3.728,0.287,1.031,0.01,2.0,2.0,4.0,18,0,0,0,0.0069147693
1900-01-01 06:45:00,4ALTE,2.425,0.404,0.024,0.007,1.77,0.09,1.031,1.011,2.0,2.0,4.0,10,6,0,0,0.002232333
1900-01-01 00:45:00,4ALTE,2.425,0.505,0.115,0.016,5.249,0.251,1.021,1.021,2.0,2.0,4.0,10,0,0,0,0.00090308493
1900-01-01 12:00:00,7BLTE,0.303,0.707,0.088,0.028,3.573,0.57,1.243,0.01,5.0,3.0,8.0,23,12,0,0,0.018513784
1900-01-01 10:00:00,1BLTE,13.945,4.648,1.623,0.095,84.158,1.435,1.324,1.071,6.0,4.0,10.0,4,10,0,0,0.09141311
1900-01-01 11:45:00,3BLTE,21.625,1.92,0.333,0.061,6.395,0.586,1.344,1.273,6.0,6.0,12.0,8,11,0,0,0.062269513
1900-01-01 02:45:00,7ALTE,0.0,0.404,0.015,0.008,0.195,0.068,1.021,0.01,2.0,2.0,4.0,22,2,0,0,0.0025774743
1900-01-01 05:30:00,8BLTE,1.617,0.404,0.039,0.013,0.762,0.186,1.021,1.011,2.0,1.0,3.0,29,5,0,0,0.0010900113
1900-01-01 18:00:00,8CLTE,5.861,1.011,0.198,0.028,24.102,2.032,1.081,1.021,4.0,2.0,6.0,30,18,0,0,0.0013157881
1900-01-01 03:45:00,1CLTE,14.45,0.909,0.3,0.039,16.283,0.447,1.162,1.061,4.0,4.0,8.0,5,3,0,0,0.021313332
1900-01-01 15:30:00,1ALTE,28.092,3.234,0.936,0.119,26.733,0.935,1.617,1.172,8.0,5.0,13.0,3,15,0,0,0.010120767
1900-01-01 05:30:00,6CLTE,0.808,0.404,0.02,0.01,0.39,0.143,1.031,0.01,3.0,2.0,5.0,18,5,0,0,0.008824416
1900-01-01 09:15:00,7VLTE,1.92,3.436,0.487,0.063,8.848,0.917,1.556,0.01,6.0,3.0,9.0,26,9,0,0,0.0048879567
1900-01-01 01:00:00,5ALTE,2.526,0.606,0.131,0.012,13.201,0.336,1.031,1.011,2.0,2.0,4.0,13,1,0,0,0.0061317165
1900-01-01 03:15:00,9BLTE,2.122,0.606,0.401,0.024,6.316,0.727,1.021,1.011,2.0,2.0,4.0,32,3,0,0,0.0046831938
1900-01-01 16:15:00,7BLTE,0.808,3.234,1.515,0.129,94.738,1.576,1.566,0.01,6.0,3.0,9.0,23,16,0,0,0.017855702
1900-01-01 17:15:00,5BLTE,17.413,1.393,0.337,0.069,12.927,1.871,1.323,1.104,7.0,4.0,11.0,14,17,0,0,0.18668936
1900-01-01 11:30:00,7ULTE,2.728,3.335,0.519,0.086,18.07,2.167,1.597,0.01,7.0,4.0,11.0,25,11,0,0,0.008233828
1900-01-01 05:00:00,1BLTE,1.112,0.505,0.116,0.017,5.015,0.576,1.021,1.011,2.0,2.0,4.0,4,5,0,0,0.0019860326
1900-01-01 20:00:00,8CLTE,6.467,1.011,0.171,0.044,9.782,0.398,1.112,1.031,4.0,3.0,7.0,30,20,0,0,0.003876363
1900-01-01 23:00:00,10BLTE,5.457,0.909,0.309,0.035,5.675,0.363,1.101,1.051,3.0,3.0,6.0,1,23,0,0,0.0036040056
1900-01-01 05:15:00,6CLTE,2.93,0.404,0.046,0.007,1.686,0.181,1.021,0.01,3.0,2.0,5.0,18,5,0,0,0.013624764
1900-01-01 07:15:00,6WLTE,0.505,1.112,0.141,0.013,11.996,0.255,1.061,0.01,3.0,2.0,5.0,21,7,0,0,0.023597954
1900-01-01 12:45:00,6ALTE,16.37,1.213,0.293,0.061,17.188,1.023,1.243,0.01,6.0,4.0,10.0,16,12,0,0,0.040667467
1900-01-01 05:00:00,6ULTE,0.404,1.314,0.302,0.031,13.21,0.727,1.061,0.01,3.0,2.0,5.0,19,5,0,0,0.08831876
1900-01-01 19:45:00,6BLTE,23.14,2.728,0.637,0.065,15.615,5.493,1.233,0.01,6.0,4.0,10.0,17,19,0,0,0.24518701
1900-01-01 08:00:00,6VLTE,1.314,3.84,1.067,0.069,33.198,1.111,1.041,0.01,5.0,3.0,8.0,20,8,0,0,0.36285305
1900-01-01 01:45:00,1BLTE,8.69,0.909,0.284,0.026,11.976,1.069,1.132,1.061,4.0,3.0,7.0,4,1,0,0,0.010049071
1900-01-01 05:45:00,9BLTE,1.213,0.808,0.731,0.053,15.908,4.082,1.041,1.031,3.0,2.0,5.0,32,5,0,0,0.0028861442
1900-01-01 19:00:00,6CLTE,4.648,1.617,1.579,0.054,25.345,0.706,1.041,0.01,3.0,2.0,5.0,18,19,0,0,0.35718432
1900-01-01 15:15:00,3CLTE,9.499,1.112,0.195,0.033,6.253,1.058,1.132,1.041,5.0,3.0,8.0,9,15,0,0,0.0076181274
1900-01-01 20:30:00,10ALTE,15.865,2.93,0.839,0.052,25.672,0.758,1.162,1.061,5.0,4.0,9.0,0,20,0,0,0.18697286
1900-01-01 03:45:00,7WLTE,0.404,1.415,0.18,0.019,9.308,0.349,1.061,0.01,3.0,2.0,5.0,27,3,0,0,0.10860533
1900-01-01 01:00:00,8ALTE,9.802,1.718,0.47,0.039,39.847,1.938,1.122,1.041,4.0,3.0,7.0,28,1,0,0,0.01206883
1900-01-01 12:15:00,7ALTE,0.606,3.234,1.575,0.088,46.31,1.635,1.253,0.01,5.0,3.0,8.0,22,12,0,0,0.095852464
1900-01-01 12:30:00,3ALTE,29.102,4.85,1.254,0.142,28.35,1.14,1.647,1.324,7.0,6.0,13.0,7,12,0,0,0.025152855
1900-01-01 00:00:00,5CLTE,7.781,0.808,0.124,0.036,21.778,0.528,1.132,1.031,4.0,3.0,7.0,15,0,0,0,0.0034094332
1900-01-01 17:00:00,6VLTE,2.627,5.659,0.892,0.061,12.206,2.794,1.293,0.01,5.0,3.0,8.0,20,17,0,0,0.2650221
1900-01-01 22:00:00,9BLTE,4.042,0.505,0.011,0.007,1.016,0.069,1.011,1.021,2.0,2.0,4.0,32,22,0,0,0.0013018802
1900-01-01 05:00:00,6ALTE,3.133,0.404,0.03,0.03,2.095,0.195,1.051,0.01,3.0,2.0,5.0,16,5,0,0,0.008357572
1900-01-01 11:45:00,6ALTE,20.412,5.558,2.441,0.136,28.883,4.468,1.506,0.01,6.0,5.0,11.0,16,11,0,0,0.032484163
1900-01-01 13:00:00,10ALTE,22.332,3.84,1.005,0.089,25.451,1.028,1.435,1.152,6.0,5.0,11.0,0,13,0,0,0.018869529
1900-01-01 12:00:00,10CLTE,7.781,1.718,0.552,0.061,8.347,0.604,1.122,1.051,4.0,3.0,7.0,2,12,0,0,0.014773542
1900-01-01 08:45:00,10ALTE,19.301,2.324,1.134,0.098,78.908,1.396,1.334,1.101,6.0,4.0,10.0,0,8,0,0,0.014377922
1900-01-01 03:30:00,7CLTE,0.101,0.505,0.589,0.018,17.111,0.226,1.031,0.01,3.0,1.0,4.0,24,3,0,0,0.0035682162
1900-01-01 16:15:00,1BLTE,14.147,1.718,0.547,0.072,33.593,1.22,1.243,1.071,6.0,4.0,10.0,4,16,0,0,0.08311104
1900-01-01 04:15:00,9ALTE,0.404,0.404,0.008,0.006,0.046,0.052,1.011,1.011,1.0,1.0,2.0,31,4,0,0,0.0007167701
1900-01-01 16:15:00,5CLTE,18.189,2.627,0.536,0.083,46.427,0.902,1.283,1.101,6.0,4.0,10.0,15,16,0,0,0.06337956
1900-01-01 02:00:00,5ALTE,3.234,0.606,0.172,0.014,3.826,0.202,1.041,1.021,3.0,2.0,5.0,13,2,0,0,0.0037190134
1900-01-01 16:15:00,3CLTE,12.227,2.526,0.688,0.081,10.146,2.106,1.293,1.152,5.0,4.0,9.0,9,16,0,0,0.19462259
1900-01-01 14:45:00,7BLTE,1.213,3.941,1.954,0.134,46.018,2.206,1.546,0.01,7.0,4.0,11.0,23,14,0,0,0.019625744
1900-01-01 12:15:00,1ALTE,23.242,2.829,0.816,0.115,28.222,1.61,1.425,1.192,6.0,5.0,11.0,3,12,0,0,0.031574316
1900-01-01 13:00:00,10CLTE,6.366,0.909,0.235,0.042,13.64,0.566,1.081,1.021,4.0,3.0,7.0,2,13,0,0,0.004317889
1900-01-01 13:15:00,1BLTE,16.471,1.617,0.478,0.104,43.432,5.379,1.223,1.071,6.0,4.0,10.0,4,13,0,0,0.06482926
1900-01-01 05:45:00,5CLTE,3.436,0.606,0.092,0.011,11.946,0.301,1.031,1.011,3.0,2.0,5.0,15,5,0,0,0.0078086033
1900-01-01 09:30:00,4BLTE,22.837,7.882,2.74,0.151,46.321,0.903,1.556,1.213,7.0,5.0,12.0,11,9,0,0,0.050432164
1900-01-01 04:15:00,1ALTE,3.436,0.606,0.132,0.021,7.999,0.793,1.031,1.011,3.0,2.0,5.0,3,4,0,0,0.008734528
1900-01-01 00:15:00,7WLTE,5.356,6.669,1.344,0.096,20.089,0.631,1.304,0.01,5.0,4.0,9.0,27,0,0,0,0.081148736
1900-01-01 13:15:00,7ULTE,3.941,3.739,0.367,0.086,5.517,4.533,1.384,0.01,6.0,4.0,10.0,25,13,0,0,0.042719867
1900-01-01 02:00:00,8ALTE,6.366,2.93,1.12,0.043,28.688,0.649,1.071,1.021,3.0,3.0,6.0,28,2,0,0,0.016543912
1900-01-01 11:00:00,7WLTE,2.425,3.739,0.438,0.072,13.888,0.643,1.304,0.01,6.0,4.0,10.0,27,11,0,0,0.047371626
1900-01-01 11:00:00,4CLTE,12.227,1.415,0.404,0.075,10.247,8.45,1.213,1.162,5.0,5.0,10.0,12,11,0,0,0.111903444
1900-01-01 14:00:00,1ALTE,23.949,3.335,1.285,0.12,25.997,1.262,1.485,1.182,8.0,4.0,12.0,3,14,0,0,0.017727295
1900-01-01 20:00:00,4ALTE,5.861,1.314,0.322,0.04,14.394,0.546,1.152,1.021,4.0,2.0,6.0,10,20,0,0,0.0074504605
1900-01-01 00:00:00,10ALTE,5.558,0.808,0.227,0.037,6.567,0.432,1.081,1.021,4.0,2.0,6.0,0,0,0,0,0.0025292013
1900-01-01 10:45:00,9BLTE,3.234,0.606,0.092,0.021,3.292,0.309,1.061,1.021,3.0,3.0,6.0,32,10,0,0,0.00488256
1900-01-01 11:00:00,3BLTE,20.614,3.941,0.917,0.108,36.175,4.287,1.364,1.233,6.0,5.0,11.0,8,11,0,0,0.09840815
1900-01-01 12:15:00,10BLTE,6.669,1.516,0.52,0.049,40.896,1.146,1.112,1.041,4.0,3.0,7.0,1,12,0,0,0.014055174
1900-01-01 08:30:00,4CLTE,11.217,1.213,0.255,0.026,14.036,0.584,1.112,1.071,4.0,3.0,7.0,12,8,0,0,0.029749693
1900-01-01 10:00:00,7VLTE,3.133,2.324,0.231,0.04,13.982,0.527,1.223,0.01,4.0,5.0,9.0,26,10,0,0,0.054167416
1900-01-01 10:30:00,3ALTE,30.719,26.475,5.671,0.21,33.595,1.749,1.91,1.435,8.0,6.0,14.0,7,10,0,0,0.017280715
1900-01-01 07:45:00,10ALTE,8.286,1.718,0.643,0.041,30.937,2.645,1.112,1.071,5.0,4.0,9.0,0,7,0,0,0.032644834
1900-01-01 13:45:00,6ALTE,11.217,1.011,0.214,0.036,9.004,0.425,1.101,0.01,4.0,3.0,7.0,16,13,0,0,0.025556905
1900-01-01 16:00:00,2ALTE,1.112,0.505,0.165,0.031,4.256,1.248,1.021,0.01,2.0,1.0,3.0,6,16,0,0,0.013126983
1900-01-01 03:30:00,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0.0030566875
1900-01-01 08:00:00,1CLTE,20.412,2.627,0.903,0.081,21.562,0.572,1.253,1.152,5.0,5.0,10.0,5,8,0,0,0.029707193
1900-01-01 12:30:00,6BLTE,28.496,5.356,2.115,0.104,35.59,0.901,1.314,0.01,6.0,5.0,11.0,17,12,0,0,0.06145522
1900-01-01 18:00:00,6ALTE,10.61,1.314,0.414,0.047,30.722,1.682,1.162,0.01,5.0,3.0,8.0,16,18,0,0,0.14809026
1900-01-01 13:45:00,4BLTE,26.475,3.84,0.974,0.145,27.265,2.2,1.778,1.273,9.0,6.0,15.0,11,13,0,0,0.022898128
1900-01-01 18:00:00,6ALTE,8.488,2.021,0.718,0.056,35.55,1.164,1.122,0.01,4.0,2.0,6.0,16,18,0,0,0.0744914
1900-01-01 13:00:00,5BLTE,31.831,7.276,2.337,0.19,54.225,2.098,1.859,1.506,8.0,7.0,15.0,14,13,0,0,0.0063098813
1900-01-01 09:45:00,7BLTE,0.606,1.718,0.676,0.09,42.787,3.786,1.384,0.01,6.0,3.0,9.0,23,9,0,0,0.005023137
1900-01-01 07:30:00,7ULTE,2.627,3.537,0.498,0.085,6.341,3.482,1.324,0.01,6.0,5.0,11.0,25,7,0,0,0.016747372
1900-01-01 06:15:00,5BLTE,6.972,0.606,0.105,0.015,4.999,0.494,1.071,1.031,3.0,2.0,5.0,14,6,0,0,0.00089380617
1900-01-01 14:30:00,6WLTE,2.223,6.467,0.857,0.066,11.204,0.892,1.253,0.01,5.0,4.0,9.0,21,14,0,0,0.2342167
1900-01-01 12:30:00,6CLTE,8.69,0.909,0.196,0.037,9.635,0.858,1.132,0.01,5.0,3.0,8.0,18,12,0,0,0.03080536
1900-01-01 21:30:00,5BLTE,12.833,1.617,0.291,0.043,12.325,1.148,1.263,1.122,6.0,4.0,10.0,14,21,0,0,0.09777038
1900-01-01 05:45:00,6ULTE,0.202,0.808,0.054,0.008,2.689,0.171,1.021,0.01,2.0,2.0,4.0,19,5,0,0,0.013977104
1900-01-01 18:30:00,9BLTE,2.627,0.505,0.029,0.009,2.29,0.138,1.031,1.011,3.0,2.0,5.0,32,18,0,0,0.005319292
1900-01-01 13:30:00,7ALTE,0.505,2.223,0.49,0.042,21.515,0.736,1.394,0.01,6.0,3.0,9.0,22,13,0,0,0.009629395
1900-01-01 09:00:00,1ALTE,24.151,3.335,1.185,0.142,43.848,0.796,1.667,1.182,8.0,5.0,13.0,3,9,0,0,0.0052593276
1900-01-01 10:15:00,6CLTE,10.004,1.415,0.324,0.126,25.576,0.522,1.213,0.01,5.0,3.0,8.0,18,10,0,0,0.079321265
1900-01-01 05:30:00,7ALTE,0.0,0.404,0.029,0.013,0.234,0.179,1.031,0.01,2.0,1.0,3.0,22,5,0,0,0.0020166258
1900-01-01 07:00:00,7ULTE,0.303,1.112,0.166,0.02,4.797,0.534,1.051,0.01,3.0,2.0,5.0,25,7,0,0,0.039190393
1900-01-01 11:30:00,6CLTE,7.377,1.112,0.264,0.032,10.266,0.735,1.081,0.01,4.0,3.0,7.0,18,11,0,0,0.031343114
1900-01-01 19:15:00,6WLTE,1.516,3.638,0.414,0.058,12.772,0.515,1.394,0.01,7.0,3.0,10.0,21,19,0,0,0.06081671
1900-01-01 20:45:00,1ALTE,16.875,2.728,0.625,0.08,19.485,1.2,1.344,1.162,7.0,4.0,11.0,3,20,0,0,0.21412787
1900-01-01 03:45:00,9ALTE,0.606,0.404,0.049,0.152,1.229,4.305,1.011,1.011,2.0,1.0,3.0,31,3,0,0,0.0012595251
1900-01-01 19:15:00,9ALTE,3.739,1.011,0.297,0.029,28.711,0.647,1.061,1.021,3.0,2.0,5.0,31,19,0,0,0.0036089695
1900-01-01 18:30:00,2ALTE,0.404,0.404,0.047,0.022,0.603,0.132,1.011,0.01,1.0,1.0,2.0,6,18,0,0,0.006201501
1900-01-01 13:30:00,5ALTE,13.844,1.617,0.382,0.052,13.471,0.703,1.202,1.081,5.0,4.0,9.0,13,13,0,0,0.07286944
1900-01-01 12:15:00,10BLTE,10.206,1.819,0.531,0.068,30.464,1.208,1.202,1.031,5.0,3.0,8.0,1,12,0,0,0.014774028
1900-01-01 08:00:00,10BLTE,4.042,1.011,0.249,0.022,10.947,0.384,1.051,1.021,3.0,2.0,5.0,1,8,0,0,0.004366819
1900-01-01 08:00:00,6VLTE,1.011,1.718,0.231,0.033,10.745,0.691,1.132,0.01,4.0,3.0,7.0,20,8,0,0,0.04538572
1900-01-01 20:15:00,6CLTE,9.095,2.829,2.102,0.101,86.388,3.172,1.162,0.01,4.0,3.0,7.0,18,20,0,0,0.27320588
1900-01-01 08:30:00,7CLTE,0.202,0.707,0.15,0.045,9.658,0.429,1.253,0.01,4.0,3.0,7.0,24,8,0,0,0.010106961
1900-01-01 06:00:00,6WLTE,0.202,0.808,0.017,0.007,0.392,0.223,1.041,0.01,2.0,2.0,4.0,21,6,0,0,0.019422662
1900-01-01 19:45:00,8CLTE,7.579,0.909,0.145,0.027,14.166,0.778,1.091,1.031,4.0,4.0,8.0,30,19,0,0,0.004322184
1900-01-01 00:00:00,5CLTE,6.871,0.909,0.225,0.036,16.628,2.828,1.122,1.021,5.0,3.0,8.0,15,0,0,0,0.0029706229
1900-01-01 19:30:00,9BLTE,2.627,0.505,0.017,0.008,0.689,0.132,1.021,1.011,2.0,2.0,4.0,32,19,0,0,0.0025939683
1900-01-01 10:15:00,8ALTE,28.294,2.93,1.036,0.129,17.306,1.67,1.496,1.324,7.0,6.0,13.0,28,10,0,0,0.0057336763
1900-01-01 16:45:00,1CLTE,26.475,7.175,1.994,0.151,28.914,1.057,1.586,1.273,7.0,5.0,12.0,5,16,0,0,0.30126598
1900-01-01 10:00:00,5ALTE,0.0,0.0,0.566,0.075,24.298,0.866,1.223,1.061,5.0,4.0,9.0,13,10,0,0,0.005049593
1900-01-01 05:45:00,7VLTE,0.202,0.808,0.01,0.012,0.104,0.204,1.021,0.01,2.0,2.0,4.0,26,5,0,0,0.012340389
1900-01-01 12:45:00,1ALTE,19.604,2.526,0.804,0.091,32.616,1.975,1.364,1.182,6.0,5.0,11.0,3,12,0,0,0.034301315
1900-01-01 18:30:00,3CLTE,8.084,1.92,0.747,0.052,17.955,0.775,1.162,1.081,5.0,4.0,9.0,9,18,0,0,0.09255507
1900-01-01 22:15:00,7VLTE,1.112,1.92,0.247,0.04,6.622,0.576,1.122,0.01,4.0,3.0,7.0,26,22,0,0,0.046700615
1900-01-01 19:15:00,8CLTE,6.063,0.909,0.156,0.024,8.585,0.565,1.071,1.021,3.0,2.0,5.0,30,19,0,0,0.0019559779
1900-01-01 23:15:00,1BLTE,14.551,2.728,1.101,0.07,43.198,0.775,1.293,1.051,6.0,3.0,9.0,4,23,0,0,0.087525725
1900-01-01 19:30:00,7VLTE,2.021,2.526,0.238,0.034,9.515,2.576,1.142,0.01,5.0,3.0,8.0,26,19,0,0,0.094152465
1900-01-01 18:45:00,7ULTE,2.425,4.042,0.502,0.119,15.17,7.968,1.172,0.01,5.0,4.0,9.0,25,18,0,0,0.31587026
1900-01-01 15:00:00,2ALTE,0.404,0.404,0.017,0.011,0.193,0.137,1.021,0.01,2.0,1.0,3.0,6,15,0,0,0.006087552
1900-01-01 07:30:00,6ALTE,3.335,0.505,0.105,0.02,3.341,0.273,1.041,0.01,3.0,2.0,5.0,16,7,0,0,0.018020323
1900-01-01 07:30:00,5ALTE,2.324,0.505,0.08,0.015,1.517,0.165,1.031,1.011,2.0,2.0,4.0,13,7,0,0,0.0025603983
1900-01-01 07:15:00,6BLTE,8.488,4.446,2.851,0.314,66.499,46.968,1.101,0.01,4.0,3.0,7.0,17,7,0,0,0.09631296
1900-01-01 22:00:00,6CLTE,5.154,0.707,0.161,0.023,12.091,0.521,1.061,0.01,3.0,3.0,6.0,18,22,0,0,0.05069071
1900-01-01 05:15:00,7BLTE,0.101,0.505,0.303,0.018,32.285,0.55,1.031,0.01,2.0,2.0,4.0,23,5,0,0,0.0036119747
1900-01-01 16:00:00,6VLTE,0.909,2.324,0.211,0.02,9.685,0.442,1.142,0.01,5.0,3.0,8.0,20,16,0,0,0.12274739
1900-01-01 00:30:00,3ALTE,8.488,7.276,7.021,0.125,51.742,1.522,1.152,1.061,4.0,4.0,8.0,7,0,0,0,0.080053166
1900-01-01 02:15:00,6BLTE,10.004,1.011,0.331,0.05,12.305,0.761,1.091,0.01,4.0,3.0,7.0,17,2,0,0,0.040681116
1900-01-01 22:00:00,6ULTE,2.324,2.021,0.291,0.073,10.058,0.931,1.324,0.01,6.0,4.0,10.0,19,22,0,0,0.06968429
1900-01-01 23:00:00,3BLTE,9.196,1.819,0.803,0.035,20.256,0.544,1.122,1.031,4.0,3.0,7.0,8,23,0,0,0.005727509
1900-01-01 15:00:00,6BLTE,27.89,4.547,1.627,0.288,54.218,44.384,1.253,0.01,6.0,4.0,10.0,17,15,0,0,0.095289245
1900-01-01 14:15:00,6ULTE,2.223,4.446,0.521,0.06,15.938,0.767,1.374,0.01,6.0,4.0,10.0,19,14,0,0,0.060843576
1900-01-01 04:15:00,8BLTE,0.707,0.404,0.104,0.016,4.242,0.221,1.021,1.011,2.0,2.0,4.0,29,4,0,0,0.0015083209
1900-01-01 20:00:00,8ALTE,20.597,2.189,0.694,0.099,19.923,2.23,1.363,1.164,6.0,5.0,11.0,28,20,0,0,0.28461915
1900-01-01 11:30:00,6ULTE,3.537,5.558,1.409,0.112,22.469,1.53,1.607,0.01,7.0,4.0,11.0,19,11,0,0,0.015582513
1900-01-01 02:30:00,7VLTE,0.202,0.909,0.032,0.009,3.895,0.387,1.061,0.01,3.0,2.0,5.0,26,2,0,0,0.012491729
1900-01-01 11:15:00,10CLTE,3.436,1.516,0.457,0.028,18.534,0.457,1.071,1.112,3.0,3.0,6.0,2,11,0,0,0.036996007
1900-01-01 02:15:00,7WLTE,0.101,1.011,0.103,0.011,3.835,0.27,1.031,0.01,3.0,2.0,5.0,27,2,0,0,0.017907145
1900-01-01 06:15:00,9ALTE,0.303,0.404,0.167,0.01,3.341,0.082,1.011,1.011,1.0,1.0,2.0,31,6,0,0,0.0011098741
1900-01-01 06:15:00,6VLTE,3.335,1.112,0.06,0.4,3.291,13.641,1.112,0.01,3.0,3.0,6.0,20,6,0,0,0.039669055
1900-01-01 08:45:00,6BLTE,12.429,2.728,1.163,0.067,24.178,5.329,1.132,0.01,4.0,3.0,7.0,17,8,0,0,0.08526864
1900-01-01 15:00:00,6BLTE,22.938,5.255,1.303,0.104,29.229,0.689,1.324,0.01,6.0,4.0,10.0,17,15,0,0,0.15805091
1900-01-01 18:00:00,9ALTE,7.68,1.516,0.502,0.043,27.231,0.942,1.152,1.031,5.0,3.0,8.0,31,18,0,0,0.0063510616
1900-01-01 21:15:00,7CLTE,0.404,1.314,0.779,0.042,23.636,0.536,1.122,0.01,4.0,2.0,6.0,24,21,0,0,0.046002805
1900-01-01 00:45:00,7ULTE,0.606,1.617,0.225,0.031,7.883,0.573,1.051,0.01,3.0,2.0,5.0,25,0,0,0,0.08019983
1900-01-01 00:45:00,1ALTE,6.77,2.021,0.831,0.03,63.751,1.544,1.081,1.021,3.0,2.0,5.0,3,0,0,0,0.0052413917
1900-01-01 13:30:00,1CLTE,25.273,5.771,2.602,0.148,30.419,0.926,1.493,1.264,6.0,5.0,11.0,5,13,0,0,0.38983694
1900-01-01 08:45:00,5BLTE,32.134,3.739,0.987,0.101,24.329,1.921,1.304,1.142,5.0,4.0,9.0,14,8,0,0,0.016409604
1900-01-01 09:30:00,7ULTE,1.194,4.677,0.552,0.06,18.942,1.883,1.264,0.01,6.0,3.0,9.0,25,9,0,0,0.08290666
1900-01-01 01:00:00,7ULTE,0.505,1.112,0.046,0.026,3.605,2.784,1.142,0.01,4.0,3.0,7.0,25,1,0,0,0.017551303
1900-01-01 19:15:00,5ALTE,4.345,0.707,0.151,0.021,12.152,0.321,1.041,1.021,3.0,3.0,6.0,13,19,0,0,0.017431324
1900-01-01 06:00:00,7ULTE,0.101,0.808,0.017,0.012,0.57,0.24,1.031,0.01,2.0,2.0,4.0,25,6,0,0,0.011490858
1900-01-01 13:45:00,2ALTE,0.606,0.404,0.005,0.007,0.085,0.032,1.011,0.01,2.0,1.0,3.0,6,13,0,0,0.0051903776
1900-01-01 14:45:00,6VLTE,2.425,5.457,0.949,0.103,20.435,7.494,1.283,0.01,6.0,4.0,10.0,20,14,0,0,0.20830218
